name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
Thomas Sadzik,Male,Alive,The Desert,The Desert,Scout,Poison,strategic,3,Tarkov Brotherhood,2,10
The Doctor,Male,Alive,Berlin,Berlin,Doctor,Knife,grieving,0,High Table,7,9
Yegor,Male,Alive,Continental Osaka,Continental Osaka,Sniper,Bare Hands,vengeful,1,Bowery Network,5,10
Luca,Male,Deceased,High Table Vault,High Table Vault,Courier,Katana,strategic,3,Continental NYC,10,10
Rufus,Male,Excommunicated,Bowery Network,Bowery Network,Manager,Pistol,strategic,3,Ruska Roma,6,4
Lou Burton,Male,Excommunicated,Bowery Network,Bowery Network,Doctor,Katana,calm,4,Casablanca,1,9
Drago,Male,Deceased,Continental Osaka,Continental Osaka,Sniper,Explosives,strategic,3,High Table Vault,1,6
Ares,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Katana,cold,0,Yakuza Syndicate,4,10
Anton,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Explosives,calm,3,Bowery Network,6,6
Rasha,Male,Excommunicated,High Table Vault,High Table Vault,Assassin,Knife,vengeful,5,High Table,4,10
The Cook,Male,Alive,Berlin,Berlin,Manager,Explosives,nervous,5,The Desert,9,7
Yegor,Male,Alive,Continental Osaka,Continental Osaka,Manager,Poison,grieving,4,Bowery Network,4,8
Abraham,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Assassin,Rifle,strategic,0,Continental NYC,7,6
Petrov,Male,Excommunicated,Berlin,Berlin,Scout,Rifle,grieving,4,Tarkov Brotherhood,9,1
The Sculptor,Male,Alive,Casablanca,Casablanca,Information Broker,Rifle,focused,1,Casablanca,1,4
Uncle Pyotr Jovonovich,Male,Excommunicated,Berlin,Berlin,Doctor,Pistol,furious,1,Continental Osaka,2,4
Miles Burton,Male,Alive,Berlin,Berlin,Manager,Knife,grieving,1,Tarkov Brotherhood,2,5
The Harbinger,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Information Broker,Explosives,vengeful,0,High Table,1,9
Katya Jovonovich,Female,Alive,Continental Osaka,Continental Osaka,Manager,Katana,nervous,2,The Desert,2,4
Young Charon O'Connor,Male,Deceased,The Desert,The Desert,Sniper,Shotgun,focused,3,Continental Osaka,2,2
Luca,Male,Deceased,High Table Vault,High Table Vault,Courier,Pistol,vengeful,3,Casablanca,6,2
Killa Harkan,Male,Alive,High Table,High Table,Cleaner,Poison,strategic,5,Continental Osaka,9,8
Prudence,Male,Deceased,Casablanca,Casablanca,Manager,Shotgun,furious,1,Yakuza Syndicate,6,5
The Chancellor,Male,Deceased,Casablanca,Casablanca,Courier,Poison,nervous,3,Bowery Network,1,9
Eve Macarro,Female,Alive,Berlin,Berlin,Assassin,Poison,furious,0,High Table Vault,8,10
Mikhail Jovonovich,Male,Deceased,High Table Vault,High Table Vault,Cleaner,Katana,furious,4,Bowery Network,3,1
Zero,Male,Deceased,Berlin,Berlin,Manager,Shotgun,furious,4,Casablanca,8,8
Gregor,Male,Alive,Ruska Roma,Ruska Roma,Scout,Katana,calm,0,Tarkov Brotherhood,3,3
Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Knife,focused,5,Berlin,2,7
Ms. Perkins,Female,Alive,Yakuza Syndicate,Yakuza Syndicate,Cleaner,Poison,nervous,2,High Table,6,8
Felix,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Scout,Bare Hands,focused,2,Ruska Roma,10,2
Anton,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Rifle,calm,5,Casablanca,1,3
Zero,Male,Excommunicated,Berlin,Berlin,Sniper,Shotgun,calm,4,High Table,2,8
The Elder,Male,Deceased,Continental Osaka,Continental Osaka,Information Broker,Shotgun,grieving,5,Ruska Roma,10,8
Camille,Female,Excommunicated,Casablanca,Casablanca,Sniper,Katana,calm,1,Ruska Roma,10,8
Frank,Male,Deceased,Continental Osaka,Continental Osaka,Information Broker,Poison,vengeful,0,High Table,2,3
Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Knife,calm,2,Continental NYC,7,2
Yen,Female,Excommunicated,Continental NYC,Continental NYC,Information Broker,Bare Hands,focused,4,Tarkov Brotherhood,7,5
Nogi,Male,Excommunicated,The Desert,The Desert,Sniper,Explosives,vengeful,5,High Table Vault,2,6
Lark,Male,Excommunicated,Ruska Roma,Ruska Roma,Information Broker,Bare Hands,furious,1,Yakuza Syndicate,9,5
Mikhail Jovonovich,Male,Alive,High Table Vault,High Table Vault,Information Broker,Katana,furious,5,Berlin,2,10
Gregor,Male,Deceased,Ruska Roma,Ruska Roma,Scout,Explosives,vengeful,0,Yakuza Syndicate,6,9
Yegor,Male,Alive,Continental Osaka,Continental Osaka,Cleaner,Katana,strategic,0,Yakuza Syndicate,8,3
Iosef Tarasov,Male,Deceased,Berlin,Berlin,Scout,Knife,focused,3,Bowery Network,10,2
Charlie,Male,Excommunicated,High Table,High Table,Assassin,Katana,vengeful,1,The Desert,1,9
Daniel Pine,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Rifle,nervous,1,Tarkov Brotherhood,10,5
Santino D'Antonio,Male,Alive,Continental Osaka,Continental Osaka,Sniper,Rifle,grieving,2,Ruska Roma,10,6
The Cook,Male,Deceased,Berlin,Berlin,Courier,Knife,focused,4,Berlin,1,1
Helen Wick,Female,Deceased,High Table Vault,High Table Vault,Scout,Explosives,focused,2,High Table,8,7
Nogi,Male,Deceased,The Desert,The Desert,Cleaner,Explosives,focused,3,The Desert,1,8
Ella Pine,Female,Deceased,Casablanca,Casablanca,Sniper,Shotgun,furious,3,Casablanca,4,3
Silas,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Manager,Katana,calm,0,Casablanca,2,10
Charon O'Connor,Male,Deceased,High Table Vault,High Table Vault,Manager,Rifle,calm,3,Ruska Roma,2,5
Uncle Pyotr Jovonovich,Male,Deceased,Berlin,Berlin,Assassin,Poison,strategic,5,High Table Vault,5,8
Berrada,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Knife,strategic,0,Yakuza Syndicate,8,2
Gregor,Male,Deceased,Ruska Roma,Ruska Roma,Scout,Katana,strategic,1,Berlin,6,3
Sasha,Female,Deceased,Continental NYC,Continental NYC,Assassin,Shotgun,calm,0,Casablanca,8,10
Daniel Pine,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Katana,vengeful,1,Yakuza Syndicate,10,10
Frankie Scott,Male,Deceased,High Table,High Table,Courier,Shotgun,nervous,2,Casablanca,4,3
Yegor,Male,Deceased,Continental Osaka,Continental Osaka,Courier,Bare Hands,strategic,5,High Table Vault,5,6
Tarak,Male,Alive,High Table Vault,High Table Vault,Cleaner,Pistol,nervous,0,Casablanca,9,9
Lou Burton,Male,Deceased,Bowery Network,Bowery Network,Assassin,Poison,cold,0,Bowery Network,7,6
Gregor,Male,Excommunicated,Ruska Roma,Ruska Roma,Courier,Explosives,furious,3,Berlin,5,3
Lena Macarro,Female,Deceased,Bowery Network,Bowery Network,Cleaner,Rifle,furious,4,Ruska Roma,8,3
Rufus,Male,Excommunicated,Bowery Network,Bowery Network,Information Broker,Rifle,strategic,1,Continental Osaka,10,5
Tatiana,Female,Excommunicated,Berlin,Berlin,Cleaner,Shotgun,nervous,0,Ruska Roma,3,6
Jardani Jovonovich,Male,Alive,Ruska Roma,Ruska Roma,Scout,Rifle,strategic,1,High Table,8,4
Mayhew,Male,Deceased,Casablanca,Casablanca,Assassin,Katana,focused,2,High Table Vault,2,5
Sebastian,Male,Excommunicated,Continental Osaka,Continental Osaka,Cleaner,Rifle,furious,4,Tarkov Brotherhood,7,8
Semyon,Male,Alive,The Desert,The Desert,Assassin,Katana,nervous,1,Yakuza Syndicate,1,9
Petrov,Male,Alive,Berlin,Berlin,Doctor,Pistol,vengeful,2,Yakuza Syndicate,3,5
Aurelio,Male,Deceased,Continental NYC,Continental NYC,Assassin,Poison,furious,4,The Desert,10,1
Luca,Male,Excommunicated,High Table Vault,High Table Vault,Doctor,Poison,focused,4,High Table Vault,5,5
Miles Burton,Male,Deceased,Berlin,Berlin,Information Broker,Rifle,cold,5,Continental Osaka,8,3
Marcus,Male,Deceased,Berlin,Berlin,Information Broker,Pistol,strategic,1,Casablanca,9,3
Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Poison,furious,1,High Table Vault,4,10
Orson,Male,Alive,High Table Vault,High Table Vault,Sniper,Pistol,furious,3,Bowery Network,4,4
Anton,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Explosives,nervous,0,Yakuza Syndicate,8,8
Calamity,Female,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Shotgun,cold,2,The Desert,8,3
Marquis Vincent Bisset de Gramont,Male,Excommunicated,Berlin,Berlin,Courier,Knife,furious,4,Continental Osaka,10,9
The Sommelier,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Shotgun,grieving,0,Continental NYC,5,10
Lark,Male,Deceased,Ruska Roma,Ruska Roma,Sniper,Rifle,focused,5,The Desert,5,5
Gianna D'Antonio,Female,Excommunicated,Casablanca,Casablanca,Sniper,Knife,grieving,4,The Desert,6,2
The Russian,Male,Excommunicated,Continental Osaka,Continental Osaka,Information Broker,Katana,strategic,4,Bowery Network,2,1
Aurelio,Male,Deceased,Continental NYC,Continental NYC,Assassin,Explosives,focused,5,Bowery Network,5,9
Rasha,Male,Deceased,High Table Vault,High Table Vault,Manager,Poison,grieving,1,Berlin,1,10
The Russian,Male,Alive,Continental Osaka,Continental Osaka,Assassin,Katana,grieving,5,High Table,1,3
Charlie,Male,Alive,High Table,High Table,Courier,Explosives,strategic,1,Yakuza Syndicate,6,5
Frank,Male,Alive,Continental Osaka,Continental Osaka,Manager,Pistol,cold,5,Continental Osaka,1,5
Mayhew,Male,Alive,Casablanca,Casablanca,Doctor,Pistol,cold,5,The Desert,3,8
Shimazu Koji,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Shotgun,furious,0,Bowery Network,1,4
Lou Burton,Male,Excommunicated,Bowery Network,Bowery Network,Cleaner,Knife,furious,2,Berlin,3,6
The Director,Female,Alive,Berlin,Berlin,Manager,Explosives,calm,2,High Table Vault,1,3
Lark,Male,Excommunicated,Ruska Roma,Ruska Roma,Sniper,Rifle,furious,2,Ruska Roma,10,9
Eve Macarro,Female,Excommunicated,Berlin,Berlin,Sniper,Shotgun,vengeful,1,Bowery Network,7,1
Young Charon O'Connor,Male,Deceased,The Desert,The Desert,Doctor,Poison,strategic,2,High Table Vault,5,7
The Sculptor,Male,Excommunicated,Casablanca,Casablanca,Manager,Poison,grieving,0,The Desert,10,7
Iosef Tarasov,Male,Alive,Berlin,Berlin,Manager,Pistol,furious,0,High Table Vault,8,1
Lena Macarro,Female,Alive,Bowery Network,Bowery Network,Information Broker,Bare Hands,furious,0,High Table,2,1
Semyon,Male,Excommunicated,The Desert,The Desert,Information Broker,Pistol,grieving,1,Casablanca,2,4
Mykel,Male,Alive,High Table Vault,High Table Vault,Sniper,Explosives,vengeful,3,Yakuza Syndicate,10,6
Tarak,Male,Alive,High Table Vault,High Table Vault,Doctor,Poison,calm,2,Tarkov Brotherhood,10,7
Tatiana,Female,Alive,Berlin,Berlin,Manager,Katana,nervous,2,Continental NYC,10,4
Nogi,Male,Deceased,The Desert,The Desert,Courier,Poison,calm,4,High Table Vault,3,6
Boris,Male,Deceased,High Table,High Table,Assassin,Shotgun,vengeful,1,High Table,3,8
Uncle Charlie,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Cleaner,Bare Hands,focused,1,High Table Vault,8,3
Akira Shimazu,Female,Deceased,High Table Vault,High Table Vault,Assassin,Katana,grieving,2,Continental Osaka,6,6
Thomas Sadzik,Male,Excommunicated,The Desert,The Desert,Doctor,Shotgun,strategic,3,Tarkov Brotherhood,5,6
Young Charon O'Connor,Male,Deceased,The Desert,The Desert,Assassin,Explosives,cold,0,High Table Vault,3,7
The Elder,Male,Deceased,Continental Osaka,Continental Osaka,Information Broker,Shotgun,nervous,4,Continental NYC,8,2
Tatarkov,Male,Deceased,Bowery Network,Bowery Network,Information Broker,Knife,vengeful,5,High Table Vault,7,10
Santino D'Antonio,Male,Deceased,Continental Osaka,Continental Osaka,Cleaner,Shotgun,focused,4,Casablanca,1,9
Iosef Tarasov,Male,Deceased,Berlin,Berlin,Courier,Knife,vengeful,5,Berlin,9,10
Charlie,Male,Deceased,High Table,High Table,Sniper,Knife,furious,5,High Table Vault,5,4
Cassian,Male,Deceased,The Desert,The Desert,Information Broker,Knife,strategic,2,Continental NYC,8,2
Katya Jovonovich,Female,Excommunicated,Continental Osaka,Continental Osaka,Courier,Shotgun,vengeful,2,Tarkov Brotherhood,10,9
The Russian,Male,Excommunicated,Continental Osaka,Continental Osaka,Scout,Katana,nervous,2,Berlin,5,6
Rufus,Male,Deceased,Bowery Network,Bowery Network,Doctor,Knife,cold,0,Continental Osaka,8,1
Ella Pine,Female,Alive,Casablanca,Casablanca,Sniper,Bare Hands,calm,0,High Table Vault,10,10
Calamity,Female,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Pistol,cold,5,High Table Vault,3,10
Sofia Al-Azwar,Female,Excommunicated,High Table Vault,High Table Vault,Doctor,Katana,furious,1,Continental NYC,3,10
Mayhew,Male,Excommunicated,Casablanca,Casablanca,Doctor,Bare Hands,cold,2,Casablanca,10,7
Sofia Al-Azwar,Female,Alive,High Table Vault,High Table Vault,Courier,Poison,calm,3,Tarkov Brotherhood,1,2
Uncle Charlie,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Doctor,Poison,furious,1,Tarkov Brotherhood,3,7
The Sculptor,Male,Deceased,Casablanca,Casablanca,Assassin,Knife,calm,3,Berlin,8,8
The Elder,Male,Excommunicated,Continental Osaka,Continental Osaka,Information Broker,Bare Hands,grieving,5,The Desert,8,10
Tatarkov,Male,Excommunicated,Bowery Network,Bowery Network,Scout,Poison,nervous,5,Bowery Network,10,7
Thomas Sadzik,Male,Deceased,The Desert,The Desert,Manager,Knife,strategic,3,Yakuza Syndicate,3,10
Hansel,Male,Excommunicated,Ruska Roma,Ruska Roma,Information Broker,Bare Hands,calm,5,Continental Osaka,4,2
Berrada,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Bare Hands,strategic,2,The Desert,2,1
Frank,Male,Deceased,Continental Osaka,Continental Osaka,Manager,Pistol,furious,0,Bowery Network,2,5
Prudence,Male,Alive,Casablanca,Casablanca,Scout,Poison,grieving,5,Yakuza Syndicate,5,4
The Doctor,Male,Alive,Berlin,Berlin,Assassin,Shotgun,grieving,2,High Table Vault,10,10
Drago,Male,Excommunicated,Continental Osaka,Continental Osaka,Information Broker,Shotgun,furious,2,High Table Vault,8,1
Viggo Tarasov,Male,Deceased,Ruska Roma,Ruska Roma,Sniper,Explosives,cold,5,Continental NYC,8,7
Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Manager,Knife,focused,4,High Table,1,9
Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Pistol,vengeful,5,Ruska Roma,5,2
Prudence,Male,Deceased,Casablanca,Casablanca,Doctor,Katana,cold,4,High Table Vault,4,10
Ekaterina,Female,Deceased,Ruska Roma,Ruska Roma,Information Broker,Pistol,vengeful,0,Casablanca,8,1
Lena Macarro,Female,Excommunicated,Bowery Network,Bowery Network,Cleaner,Knife,calm,5,Tarkov Brotherhood,2,6
Sofia Al-Azwar,Female,Alive,High Table Vault,High Table Vault,Manager,Pistol,grieving,5,Yakuza Syndicate,6,6
Lark,Male,Alive,Ruska Roma,Ruska Roma,Sniper,Katana,cold,0,Continental NYC,9,6
Prudence,Male,Deceased,Casablanca,Casablanca,Sniper,Shotgun,calm,2,Casablanca,8,2
Ella Pine,Female,Excommunicated,Casablanca,Casablanca,Cleaner,Poison,nervous,1,Continental NYC,9,3
Viggo Tarasov,Male,Deceased,Ruska Roma,Ruska Roma,Scout,Knife,furious,1,Continental Osaka,9,9
The Chancellor,Male,Alive,Casablanca,Casablanca,Manager,Pistol,furious,2,Bowery Network,9,8
Charon O'Connor,Male,Alive,High Table Vault,High Table Vault,Courier,Explosives,grieving,1,Tarkov Brotherhood,6,3
O'Connor,Male,Deceased,Continental Osaka,Continental Osaka,Cleaner,Knife,vengeful,5,High Table,2,9
Zero,Male,Deceased,Berlin,Berlin,Manager,Knife,cold,1,Casablanca,8,10
Young Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Poison,furious,4,Yakuza Syndicate,3,8
Mr. Nobody,Male,Alive,Berlin,Berlin,Sniper,Katana,focused,3,Berlin,3,8
Anton,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Katana,grieving,2,Yakuza Syndicate,1,5
Petrov,Male,Excommunicated,Berlin,Berlin,Cleaner,Katana,nervous,1,High Table Vault,9,1
Aurelio,Male,Alive,Continental NYC,Continental NYC,Information Broker,Explosives,calm,3,Continental Osaka,6,3
Uncle Pyotr Jovonovich,Male,Deceased,Berlin,Berlin,Cleaner,Katana,vengeful,1,The Desert,8,7
Sebastian,Male,Deceased,Continental Osaka,Continental Osaka,Cleaner,Katana,grieving,2,High Table Vault,2,9
The Tailor,Male,Deceased,Ruska Roma,Ruska Roma,Scout,Shotgun,nervous,2,Berlin,7,8
Marquis Vincent Bisset de Gramont,Male,Alive,Berlin,Berlin,Manager,Knife,strategic,5,Ruska Roma,7,6
Yuri,Male,Alive,Ruska Roma,Ruska Roma,Cleaner,Bare Hands,grieving,0,Yakuza Syndicate,8,3
Felix,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Manager,Explosives,strategic,5,Continental NYC,7,3
Daisy,Female,Alive,Continental Osaka,Continental Osaka,Scout,Bare Hands,cold,5,Casablanca,6,10
Yegor,Male,Deceased,Continental Osaka,Continental Osaka,Manager,Knife,grieving,4,The Desert,8,1
Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Shotgun,vengeful,1,Casablanca,1,5
Rasha,Male,Deceased,High Table Vault,High Table Vault,Scout,Bare Hands,vengeful,4,Yakuza Syndicate,2,7
Victor,Male,Alive,The Desert,The Desert,Scout,Pistol,vengeful,4,Continental Osaka,8,6
Helen Wick,Female,Alive,High Table Vault,High Table Vault,Doctor,Rifle,focused,0,Ruska Roma,9,5
Orson,Male,Excommunicated,High Table Vault,High Table Vault,Scout,Shotgun,cold,2,The Desert,2,7
Lark,Male,Deceased,Ruska Roma,Ruska Roma,Doctor,Knife,cold,0,The Desert,8,1
Sebastian,Male,Excommunicated,Continental Osaka,Continental Osaka,Scout,Knife,calm,2,Ruska Roma,5,2
Marcus,Male,Excommunicated,Berlin,Berlin,Courier,Shotgun,furious,1,The Desert,5,9
Calamity,Female,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Katana,nervous,3,Ruska Roma,6,3
Frankie Scott,Male,Deceased,High Table,High Table,Doctor,Knife,vengeful,1,High Table Vault,6,8
The Elder,Male,Alive,Continental Osaka,Continental Osaka,Courier,Poison,strategic,0,Berlin,9,6
Abraham,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Information Broker,Rifle,cold,1,High Table Vault,2,8
Cormac O'Connor,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Knife,grieving,3,Berlin,2,7
Zarina,Female,Alive,The Desert,The Desert,Cleaner,Pistol,strategic,3,Continental NYC,8,7
Frank,Male,Alive,Continental Osaka,Continental Osaka,Scout,Poison,calm,5,Tarkov Brotherhood,2,6
Victor,Male,Alive,The Desert,The Desert,Courier,Poison,furious,0,Continental Osaka,4,9
"Kate ""KD"" Di Silva",Female,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Cleaner,Rifle,focused,3,Continental NYC,2,3
Killa Harkan,Male,Deceased,High Table,High Table,Sniper,Explosives,grieving,5,Berlin,5,4
The Sculptor,Male,Alive,Casablanca,Casablanca,Scout,Explosives,nervous,2,Tarkov Brotherhood,10,8
Uncle Pyotr Jovonovich,Male,Deceased,Berlin,Berlin,Manager,Bare Hands,furious,0,Ruska Roma,6,7
Luca,Male,Excommunicated,High Table Vault,High Table Vault,Doctor,Poison,vengeful,0,Continental Osaka,1,8
Santino D'Antonio,Male,Excommunicated,Continental Osaka,Continental Osaka,Cleaner,Pistol,cold,2,Berlin,2,1
Cassian,Male,Excommunicated,The Desert,The Desert,Sniper,Pistol,cold,2,High Table Vault,7,3
Petrov,Male,Alive,Berlin,Berlin,Manager,Knife,calm,1,High Table,9,8
Frank,Male,Deceased,Continental Osaka,Continental Osaka,Sniper,Shotgun,nervous,4,The Desert,8,6
Rufus,Male,Deceased,Bowery Network,Bowery Network,Sniper,Knife,calm,5,Ruska Roma,2,9
Young Charon O'Connor,Male,Deceased,The Desert,The Desert,Doctor,Bare Hands,calm,4,Continental NYC,1,9
Uncle Charlie,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Doctor,Explosives,furious,2,Berlin,9,9
Tarak,Male,Excommunicated,High Table Vault,High Table Vault,Courier,Explosives,nervous,0,Bowery Network,8,7
Helen Wick,Female,Deceased,High Table Vault,High Table Vault,Courier,Explosives,strategic,5,Yakuza Syndicate,9,1
Silas,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Sniper,Rifle,vengeful,0,High Table,8,5
Ella Pine,Female,Excommunicated,Casablanca,Casablanca,Scout,Poison,vengeful,1,Tarkov Brotherhood,3,10
Young Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Shotgun,grieving,5,Berlin,1,5
"Kate ""KD"" Di Silva",Female,Alive,Yakuza Syndicate,Yakuza Syndicate,Assassin,Explosives,focused,4,Tarkov Brotherhood,5,1
Francis,Male,Deceased,High Table Vault,High Table Vault,Cleaner,Rifle,furious,2,Continental Osaka,8,2
Ivana,Female,Alive,Bowery Network,Bowery Network,Information Broker,Explosives,vengeful,5,Berlin,9,7
Viggo Tarasov,Male,Deceased,Ruska Roma,Ruska Roma,Information Broker,Katana,grieving,2,Yakuza Syndicate,7,4
Ms. Perkins,Female,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Doctor,Rifle,grieving,3,Continental Osaka,10,4
Young Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Knife,furious,2,High Table Vault,5,1
Eli,Male,Deceased,The Desert,The Desert,Sniper,Explosives,furious,0,Bowery Network,9,1
The Director,Female,Excommunicated,Berlin,Berlin,Courier,Rifle,strategic,4,High Table Vault,2,5
Drago,Male,Deceased,Continental Osaka,Continental Osaka,Doctor,Shotgun,nervous,0,Berlin,10,6
Boris,Male,Excommunicated,High Table,High Table,Doctor,Rifle,vengeful,0,Continental Osaka,3,9
Ivana,Female,Deceased,Bowery Network,Bowery Network,Cleaner,Explosives,calm,2,Tarkov Brotherhood,1,6
Lark,Male,Excommunicated,Ruska Roma,Ruska Roma,Scout,Poison,focused,4,The Desert,10,10
Berrada,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Shotgun,strategic,1,Tarkov Brotherhood,8,5
Helen Wick,Female,Alive,High Table Vault,High Table Vault,Scout,Pistol,furious,3,The Desert,2,1
Santino D'Antonio,Male,Alive,Continental Osaka,Continental Osaka,Assassin,Explosives,cold,3,Berlin,10,5
Yegor,Male,Deceased,Continental Osaka,Continental Osaka,Sniper,Katana,focused,3,Casablanca,9,5
Tatarkov,Male,Excommunicated,Bowery Network,Bowery Network,Scout,Pistol,cold,2,High Table Vault,2,4
Aurelio,Male,Alive,Continental NYC,Continental NYC,Manager,Rifle,vengeful,0,Casablanca,3,2
Karl,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Assassin,Pistol,nervous,2,Casablanca,8,5
Gianna D'Antonio,Female,Deceased,Casablanca,Casablanca,Assassin,Poison,nervous,4,Continental Osaka,9,8
Tarak,Male,Excommunicated,High Table Vault,High Table Vault,Doctor,Pistol,vengeful,2,Berlin,10,4
Drago,Male,Deceased,Continental Osaka,Continental Osaka,Scout,Poison,focused,4,Tarkov Brotherhood,3,9
Lena Macarro,Female,Deceased,Bowery Network,Bowery Network,Information Broker,Rifle,vengeful,0,Berlin,1,1
Sebastian,Male,Excommunicated,Continental Osaka,Continental Osaka,Cleaner,Poison,nervous,2,The Desert,9,1
The Doctor,Male,Deceased,Berlin,Berlin,Information Broker,Shotgun,calm,0,High Table,10,1
Marquis Vincent Bisset de Gramont,Male,Excommunicated,Berlin,Berlin,Sniper,Pistol,cold,2,Casablanca,5,10
Young Charon O'Connor,Male,Deceased,The Desert,The Desert,Information Broker,Katana,focused,4,Bowery Network,7,7
Aurelio,Male,Deceased,Continental NYC,Continental NYC,Information Broker,Explosives,calm,2,Ruska Roma,7,5
The Cook,Male,Alive,Berlin,Berlin,Sniper,Explosives,strategic,2,Casablanca,5,8
Aurelio,Male,Excommunicated,Continental NYC,Continental NYC,Manager,Katana,furious,0,High Table Vault,6,10
Marcus,Male,Deceased,Berlin,Berlin,Assassin,Poison,strategic,5,High Table,7,3
Daisy,Female,Deceased,Continental Osaka,Continental Osaka,Courier,Knife,vengeful,5,High Table Vault,2,5
Sasha,Female,Deceased,Continental NYC,Continental NYC,Sniper,Knife,calm,0,Berlin,7,5
Katya Jovonovich,Female,Alive,Continental Osaka,Continental Osaka,Scout,Poison,strategic,1,Bowery Network,3,6
Sofia Al-Azwar,Female,Deceased,High Table Vault,High Table Vault,Cleaner,Explosives,cold,4,High Table Vault,4,2
Lena Macarro,Female,Deceased,Bowery Network,Bowery Network,Courier,Explosives,nervous,0,Tarkov Brotherhood,4,9
Mr. Nobody,Male,Excommunicated,Berlin,Berlin,Assassin,Knife,strategic,4,Ruska Roma,4,1
Calamity,Female,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Knife,cold,5,Tarkov Brotherhood,4,5
Prudence,Male,Alive,Casablanca,Casablanca,Information Broker,Poison,furious,5,High Table,3,7
Camille,Female,Alive,Casablanca,Casablanca,Cleaner,Explosives,furious,4,Continental Osaka,9,1
Abraham,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Manager,Pistol,strategic,1,High Table,7,2
The Chancellor,Male,Alive,Casablanca,Casablanca,Manager,Bare Hands,furious,4,Bowery Network,3,6
Sebastian,Male,Excommunicated,Continental Osaka,Continental Osaka,Information Broker,Pistol,grieving,2,Ruska Roma,8,3
Ernest,Male,Alive,The Desert,The Desert,Assassin,Pistol,focused,4,Berlin,2,6
Sofia Al-Azwar,Female,Alive,High Table Vault,High Table Vault,Sniper,Rifle,cold,2,Yakuza Syndicate,3,10
Rufus,Male,Alive,Bowery Network,Bowery Network,Cleaner,Explosives,grieving,2,Berlin,1,1
Sasha,Female,Deceased,Continental NYC,Continental NYC,Information Broker,Pistol,cold,2,Berlin,7,2
Karl,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Courier,Katana,strategic,0,High Table,6,1
Drago,Male,Deceased,Continental Osaka,Continental Osaka,Manager,Poison,calm,2,High Table Vault,6,4
Charlie,Male,Excommunicated,High Table,High Table,Sniper,Explosives,vengeful,1,Tarkov Brotherhood,8,7
Hansel,Male,Alive,Ruska Roma,Ruska Roma,Doctor,Shotgun,grieving,3,The Desert,9,9
Anton,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Rifle,grieving,0,Ruska Roma,4,1
